SongID,Performer.x,Song.x,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,url,WeekID,Week.Position,Song.y,Performer.y,Instance,Previous.Week.Position,Peak.Position,Weeks.on.Chart,genrez,date2,year,month,rock_genrez,weeks_chart,position_peak,year2,weeks_chart2,position_peak2,performer,song
She's GoneDaryl Hall John Oates,Daryl Hall John Oates,She's Gone,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",5dFoWIiJ2814hRwMYDcFiU,https://p.scdn.co/mp3-preview/eea95cda99ad0b9d49e30906bfac05475fe6c3cd?cid=b8d3901151d34489a160e3cf0ab1fa94,Abandoned Luncheonette,FALSE,313373,63,0.523,0.341,4,-14.034,1,0.0388,0.313,1.14e-4,0.621,0.355,77.487,4,http://www.billboard.com/charts/hot-100/1974-03-30,3/30/1974,72,She's Gone,Daryl Hall John Oates,1,60,60,8,rock,1974-03-30,1974,3,classic,8,60,1974,8,60,Daryl Hall John Oates,She's Gone
Say You DoDierks Bentley,Dierks Bentley,Say You Do,"['contemporary country', 'country', 'country road', 'modern country rock']",2sE61ZmvYH8wiOx5jygkHH,NA,RISER,FALSE,219360,55,0.477,0.737,3,-8.166,1,0.0345,0.122,0.00167,0.105,0.468,147.959,4,http://www.billboard.com/charts/hot-100/2015-05-23,5/23/2015,66,Say You Do,Dierks Bentley,1,54,52,17,rock,2015-05-23,2015,5,country rock,17,52,2015,17,52,Dierks Bentley,Say You Do
Shape Of Things To ComeMax Frost And The Troopers,Max Frost And The Troopers,Shape Of Things To Come,"['classic garage rock', 'freakbeat']",1oWLERlWcdoDA4zJAPCtyk,https://p.scdn.co/mp3-preview/9d9659a9a848acd475314a5eb7735a04354a5d2d?cid=b8d3901151d34489a160e3cf0ab1fa94,Shape Of Things To Come,FALSE,118053,29,0.444,0.716,5,-5.962,0,0.0442,0.259,0,0.0744,0.724,157.509,4,http://www.billboard.com/charts/hot-100/1968-11-09,11/9/1968,22,Shape Of Things To Come,Max Frost And The Troopers,1,22,22,10,rock,1968-11-09,1968,11,classic,10,22,1968,10,22,Max Frost And The Troopers,Shape Of Things To Come
Still The SameBob Seger & The Silver Bullet Band,Bob Seger & The Silver Bullet Band,Still The Same,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",1Ryxsiacu8pUXIMCVnIQ8J,NA,Stranger In Town,FALSE,203546,65,0.709,0.767,0,-6.732,1,0.0283,0.405,1.72e-4,0.0592,0.557,115.64,4,http://www.billboard.com/charts/hot-100/1978-07-08,7/8/1978,5,Still The Same,Bob Seger & The Silver Bullet Band,1,7,5,9,rock,1978-07-08,1978,7,hard,9,5,1978,9,5,Bob Seger & The Silver Bullet Band,Still The Same
Figured You OutNickelback,Nickelback,Figured You Out,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",1Yuim9eHBfG8YUJII28XDF,https://p.scdn.co/mp3-preview/3bb0ce34b04628d45fa7ef19be09c098d09699f3?cid=b8d3901151d34489a160e3cf0ab1fa94,The Long Road,FALSE,228480,59,0.544,0.867,10,-5.527,1,0.0517,2.63e-5,0.0165,0.266,0.726,93.925,4,http://www.billboard.com/charts/hot-100/2004-06-05,6/5/2004,97,Figured You Out,Nickelback,1,95,65,18,rock,2004-06-05,2004,6,metal,18,65,2004,18,65,Nickelback,Figured You Out
Keep Me In MindZac Brown Band,Zac Brown Band,Keep Me In Mind,"['contemporary country', 'country', 'country road', 'modern country rock']",7zNM46fo01dCBidY4yGNTZ,https://p.scdn.co/mp3-preview/beabe02cf782dd63eeca14ad8fbad477fa71202a?cid=b8d3901151d34489a160e3cf0ab1fa94,You Get What You Give (Deluxe),FALSE,214106,57,0.684,0.715,6,-6.132,1,0.0336,0.159,0,0.181,0.563,96.018,4,http://www.billboard.com/charts/hot-100/2011-11-19,11/19/2011,44,Keep Me In Mind,Zac Brown Band,1,54,44,6,rock,2011-11-19,2011,11,country rock,6,44,2011,6,44,Zac Brown Band,Keep Me In Mind
Stayin' AliveBee Gees,Bee Gees,Stayin' Alive,"['adult standards', 'disco', 'mellow gold', 'soft rock']",3mRM4NM8iO7UBqrSigCQFH,NA,Greatest,FALSE,285373,78,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,4,http://www.billboard.com/charts/hot-100/1977-12-24,12/24/1977,39,Stayin' Alive,Bee Gees,1,52,39,3,rock,1977-12-24,1977,12,soft rock,3,39,1977,3,39,Bee Gees,Stayin' Alive
I'll Be Over YouToto,Toto,I'll Be Over You,"['album rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1WeoeHh0TSzsApyJ6Q8OOK,https://p.scdn.co/mp3-preview/e803d36d780058c2aea804ae04d8941b2d2b2de3?cid=b8d3901151d34489a160e3cf0ab1fa94,Fahrenheit,FALSE,229880,69,0.516,0.277,10,-17.85,1,0.0256,0.062,0,0.258,0.412,82.168,4,http://www.billboard.com/charts/hot-100/1986-12-06,12/6/1986,24,I'll Be Over You,Toto,1,14,11,15,rock,1986-12-06,1986,12,soft rock,15,11,1986,15,11,Toto,I'll Be Over You
Teacher Teacher38 Special,38 Special,Teacher Teacher,"['album rock', 'classic rock', 'country rock', 'folk rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",2JaHGxFJd6R5mwmYTRZS6I,NA,Flashback,FALSE,195133,32,0.409,0.954,0,-4.147,1,0.0607,0.00147,0,0.0961,0.725,157.411,4,http://www.billboard.com/charts/hot-100/1984-11-17,11/17/1984,28,Teacher Teacher,38 Special,1,29,28,8,rock,1984-11-17,1984,11,metal,8,28,1984,8,28,38 Special,Teacher Teacher
You Make My DreamsDaryl Hall John Oates,Daryl Hall John Oates,You Make My Dreams,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",4o6BgsqLIBViaGVbx5rbRk,https://p.scdn.co/mp3-preview/771d17fd95b403d1cedf9337822038f31847dcf6?cid=b8d3901151d34489a160e3cf0ab1fa94,Voices,FALSE,190626,78,0.751,0.501,5,-12.151,1,0.0552,0.234,0.112,0.0467,0.902,167.058,4,http://www.billboard.com/charts/hot-100/1981-06-06,6/6/1981,19,You Make My Dreams,Daryl Hall John Oates,1,22,19,6,rock,1981-06-06,1981,6,classic,6,19,1981,6,19,Daryl Hall John Oates,You Make My Dreams
JingoSantana,Santana,Jingo,"['blues rock', 'classic rock']",5aPj4JAtKbDl8vRtvQ9fHu,https://p.scdn.co/mp3-preview/84dc7281177c1cd5e93063629a8cf295e8ebb7b4?cid=b8d3901151d34489a160e3cf0ab1fa94,Santana (Legacy Edition),FALSE,261066,44,0.491,0.482,7,-14.478,1,0.0641,0.406,0.661,0.172,0.593,126.797,4,http://www.billboard.com/charts/hot-100/1969-11-01,11/1/1969,97,Jingo,Santana,1,97,97,2,rock,1969-11-01,1969,11,blues,2,97,1969,2,97,Santana,Jingo
Getting Away With MurderPapa Roach,Papa Roach,Getting Away With Murder,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",1x0AirtLjfVquI0A9iBVep,NA,Getting Away With Murder,FALSE,191372,56,0.564,0.968,1,-3.75,1,0.0631,1.16e-4,3.97e-5,0.226,0.352,103.885,4,http://www.billboard.com/charts/hot-100/2005-02-05,2/5/2005,85,Getting Away With Murder,Papa Roach,1,86,69,16,rock,2005-02-05,2005,2,metal,16,69,2005,16,69,Papa Roach,Getting Away With Murder
Let's Work Together (Part 1)Wilbert Harrison,Wilbert Harrison,Let's Work Together (Part 1),"['rhythm and blues', 'rock-and-roll']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.billboard.com/charts/hot-100/1970-02-14,2/14/1970,32,Let's Work Together (Part 1),Wilbert Harrison,1,32,32,11,rock,1970-02-14,1970,2,blues,11,32,1970,11,32,Wilbert Harrison,Let's Work Together (Part 1)
#9 DreamJohn Lennon,John Lennon,#9 Dream,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock']",4ZVWvCUwsOnIGmJMj71RkG,NA,Walls And Bridges,FALSE,286813,55,0.406,0.597,0,-11.745,1,0.0336,0.0744,0.0133,0.254,0.478,115.474,4,http://www.billboard.com/charts/hot-100/1975-02-22,2/22/1975,9,#9 Dream,John Lennon,1,10,9,10,rock,1975-02-22,1975,2,classic,10,9,1975,10,9,John Lennon,#9 Dream
Dolly DaggerJimi Hendrix,Jimi Hendrix,Dolly Dagger,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",417qXCSHPqUYQHyPbRTpM2,https://p.scdn.co/mp3-preview/db77a3cf962cf8f9247e1ccf8f4f42489982c6d3?cid=b8d3901151d34489a160e3cf0ab1fa94,Experience Hendrix: The Best Of Jimi Hendrix,FALSE,285386,41,0.501,0.886,5,-5.85,0,0.0885,0.0924,1.07e-5,0.599,0.797,121.053,4,http://www.billboard.com/charts/hot-100/1971-12-04,12/4/1971,77,Dolly Dagger,Jimi Hendrix,1,74,74,7,rock,1971-12-04,1971,12,blues,7,74,1971,7,74,Jimi Hendrix,Dolly Dagger
Rock Me ToniteBilly Squier,Billy Squier,Rock Me Tonite,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",12c1PXyghlSuNVO9GZi0DH,NA,Signs Of Life,FALSE,297266,43,0.472,0.724,9,-5.061,0,0.0522,0.0987,0,0.239,0.673,127.36,4,http://www.billboard.com/charts/hot-100/1984-08-04,8/4/1984,26,Rock Me Tonite,Billy Squier,1,32,26,5,rock,1984-08-04,1984,8,metal,5,26,1984,5,26,Billy Squier,Rock Me Tonite
When You Close Your EyesNight Ranger,Night Ranger,When You Close Your Eyes,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock']",0FoB9BAV7B2Kv6NxOFZtSO,NA,Midnight Madness,FALSE,256506,48,0.472,0.635,0,-14.112,1,0.0357,0.016,0,0.132,0.591,138.181,4,http://www.billboard.com/charts/hot-100/1984-09-15,9/15/1984,19,When You Close Your Eyes,Night Ranger,1,21,19,10,rock,1984-09-15,1984,9,metal,10,19,1984,10,19,Night Ranger,When You Close Your Eyes
18 And LifeSkid Row,Skid Row,18 And Life,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",0qgrrDnUUhyxpxbBznUnzg,https://p.scdn.co/mp3-preview/902c83db7111a73bb508dd5d981621be8cf3e5e8?cid=b8d3901151d34489a160e3cf0ab1fa94,Skid Row,FALSE,229960,70,0.466,0.648,1,-11.101,0,0.028,0.0023,1.49e-5,0.112,0.305,90.435,4,http://www.billboard.com/charts/hot-100/1989-08-26,8/26/1989,16,18 And Life,Skid Row,1,20,16,8,rock,1989-08-26,1989,8,metal,8,16,1989,8,16,Skid Row,18 And Life
Eye On YouBilly Squier,Billy Squier,Eye On You,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",5d0ixACDQzqeMJnOyM2vOe,NA,Signs Of Life,FALSE,280775,18,0.521,0.762,0,-5.613,1,0.0474,0.187,6.58e-4,0.308,0.435,107.222,4,http://www.billboard.com/charts/hot-100/1985-01-05,1/5/1985,75,Eye On You,Billy Squier,1,78,75,5,rock,1985-01-05,1985,1,metal,5,75,1985,5,75,Billy Squier,Eye On You
Stuck Like GlueSugarland,Sugarland,Stuck Like Glue,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0JcKdUGNR7zI4jJDLyYXbi,NA,The Incredible Machine,FALSE,247586,64,0.702,0.795,1,-4.764,1,0.0568,0.329,0,0.0505,0.836,83.961,4,http://www.billboard.com/charts/hot-100/2011-01-15,1/15/2011,36,Stuck Like Glue,Sugarland,1,40,17,23,rock,2011-01-15,2011,1,country rock,23,17,2011,23,17,Sugarland,Stuck Like Glue
FameDavid Bowie,David Bowie,Fame,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",1PehfITh0TTRx3LkDdV4h3,https://p.scdn.co/mp3-preview/2d55b6e70bebbfdfca3d550703bce8d6ac9c0308?cid=b8d3901151d34489a160e3cf0ab1fa94,Young Americans (2016 Remastered Version),FALSE,261373,60,0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,4,http://www.billboard.com/charts/hot-100/1975-06-28,6/28/1975,90,Fame,David Bowie,1,NA,90,1,rock,1975-06-28,1975,6,classic,1,90,1975,1,90,David Bowie,Fame
Burning ManDierks Bentley Featuring Brothers Osborne,Dierks Bentley Featuring Brothers Osborne,Burning Man,"['contemporary country', 'country', 'country road', 'modern country rock']",4a1oIihVt6xSnDRpgX387M,NA,The Mountain,FALSE,238493,69,0.609,0.807,5,-7.221,1,0.0972,0.00403,5.42e-6,0.0926,0.492,119.073,4,https://www.billboard.com/charts/hot-100/2018-12-22,12/22/2018,73,Burning Man,Dierks Bentley Featuring Brothers Osborne,1,90,69,8,rock,2018-12-22,2018,12,country rock,8,69,2018,8,69,Dierks Bentley Featuring Brothers Osborne,Burning Man
Prime TimeThe Alan Parsons Project,The Alan Parsons Project,Prime Time,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",1k1I1C7pOi7tK1kUx2DZ0N,https://p.scdn.co/mp3-preview/aa958292dddf6e055b96cbbe75ba5cb73a07b041?cid=b8d3901151d34489a160e3cf0ab1fa94,Ammonia Avenue (Expanded Edition),FALSE,303346,44,0.798,0.633,2,-11.65,1,0.0355,0.0956,2.7e-4,0.0694,0.81,122.376,4,http://www.billboard.com/charts/hot-100/1984-07-07,7/7/1984,39,Prime Time,The Alan Parsons Project,1,34,34,8,rock,1984-07-07,1984,7,classic,8,34,1984,8,34,The Alan Parsons Project,Prime Time
Time Out Of MindSteely Dan,Steely Dan,Time Out Of Mind,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']",2SkcfuzAoyrBWkdbxn7Lu1,NA,Gaucho,FALSE,252413,46,0.909,0.499,2,-9.583,1,0.0585,0.156,0.00447,0.0397,0.962,124.548,4,http://www.billboard.com/charts/hot-100/1981-04-04,4/4/1981,28,Time Out Of Mind,Steely Dan,1,34,28,4,rock,1981-04-04,1981,4,blues,4,28,1981,4,28,Steely Dan,Time Out Of Mind
There's No Easy WayJames Ingram,James Ingram,There's No Easy Way,"['adult standards', 'quiet storm', 'soft rock', 'urban contemporary']",7ePEIbrsRXk9En7noiLAo7,NA,It's Your Night,FALSE,227293,58,0.59,0.172,8,-16.241,1,0.0412,0.681,0,0.146,0.18,127.963,4,http://www.billboard.com/charts/hot-100/1984-04-28,4/28/1984,63,There's No Easy Way,James Ingram,1,70,63,4,rock,1984-04-28,1984,4,soft rock,4,63,1984,4,63,James Ingram,There's No Easy Way
Sal's Got A Sugar LipJohnny Horton,Johnny Horton,Sal's Got A Sugar Lip,"['country', 'country rock', 'cowboy western', 'rock-and-roll', 'rockabilly']",2pjKNlnd8fKUcnoaomauIv,https://p.scdn.co/mp3-preview/288ff6e7da3d785a509a651d0cff3bf0ba24ec4d?cid=b8d3901151d34489a160e3cf0ab1fa94,The Essential Johnny Horton,FALSE,117800,18,0.717,0.666,2,-15.732,1,0.0283,0.807,1.28e-6,0.0836,0.961,97.68,4,http://www.billboard.com/charts/hot-100/1959-09-26,9/26/1959,94,Sal's Got A Sugar Lip,Johnny Horton,1,91,81,7,rock,1959-09-26,1959,9,country rock,7,81,1959,7,81,Johnny Horton,Sal's Got A Sugar Lip
Fire WomanThe Cult,The Cult,Fire Woman,"['album rock', 'alternative rock', 'classic rock', 'dance rock', 'glam metal', 'hard rock', 'metal', 'new wave', 'post-grunge', 'rock']",0GyJA0Yn0CcqvHKzeKaVhw,https://p.scdn.co/mp3-preview/81a0bb9b0275ec4c7874adb8fcc11a2cb9febe75?cid=b8d3901151d34489a160e3cf0ab1fa94,Sonic Temple,FALSE,311026,59,0.495,0.798,7,-9.173,1,0.0387,2.72e-4,9.22e-4,0.234,0.461,132.007,4,http://www.billboard.com/charts/hot-100/1989-07-22,7/22/1989,51,Fire Woman,The Cult,1,46,46,9,rock,1989-07-22,1989,7,metal,9,46,1989,9,46,The Cult,Fire Woman
That's What Love Is All AboutMichael Bolton,Michael Bolton,That's What Love Is All About,"['adult standards', 'soft rock']",3jfNEa2KqRxycjfmsocEih,https://p.scdn.co/mp3-preview/57d0b1e8e98c89d1a8fe58478280781102b931f2?cid=b8d3901151d34489a160e3cf0ab1fa94,The Hunger,FALSE,237626,42,0.527,0.273,5,-15.253,1,0.0378,0.792,2.45e-5,0.124,0.17,121.79,4,http://www.billboard.com/charts/hot-100/1987-11-28,11/28/1987,25,That's What Love Is All About,Michael Bolton,1,30,25,13,rock,1987-11-28,1987,11,soft rock,13,25,1987,13,25,Michael Bolton,That's What Love Is All About
Rock The NightEurope,Europe,Rock The Night,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock']",3J9NEWkd9Cx1MwSSvDySkL,https://p.scdn.co/mp3-preview/01a8abba619f621894657fb7f594194626da2969?cid=b8d3901151d34489a160e3cf0ab1fa94,The Final Countdown (Expanded Edition),FALSE,247306,62,0.57,0.931,4,-5.78,0,0.0503,0.0425,0,0.375,0.401,105.37,4,http://www.billboard.com/charts/hot-100/1987-06-27,6/27/1987,33,Rock The Night,Europe,1,30,30,9,rock,1987-06-27,1987,6,metal,9,30,1987,9,30,Europe,Rock The Night
"Train, TrainBlackfoot",Blackfoot,"Train, Train","['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'native american', 'rock', 'southern rock']",5bSpsKGoGKXOOfg7F3ZtKz,https://p.scdn.co/mp3-preview/c3af7d9f1291a891720e628421a196b100a04793?cid=b8d3901151d34489a160e3cf0ab1fa94,Strikes,FALSE,216693,55,0.609,0.807,9,-8.286,1,0.0559,0.015,0.00123,0.37,0.754,121.768,4,http://www.billboard.com/charts/hot-100/1979-12-22,12/22/1979,38,"Train, Train",Blackfoot,1,41,38,10,rock,1979-12-22,1979,12,blues,10,38,1979,10,38,Blackfoot,"Train, Train"
The Memory RemainsMetallica,Metallica,The Memory Remains,"['hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",0vhOJ8a3M2LWnBNrDXJKDl,https://p.scdn.co/mp3-preview/0484e851dc13e75e2a035477c43c2e99c099d47f?cid=b8d3901151d34489a160e3cf0ab1fa94,Reload,FALSE,279240,52,0.432,0.904,10,-3.697,0,0.0432,3.21e-4,0.00982,0.206,0.6,144.401,4,http://www.billboard.com/charts/hot-100/1997-12-13,12/13/1997,45,The Memory Remains,Metallica,1,28,28,3,rock,1997-12-13,1997,12,metal,3,28,1997,3,28,Metallica,The Memory Remains
Missing You NowMichael Bolton,Michael Bolton,Missing You Now,"['adult standards', 'soft rock']",7ho5FKdNqmmbCpXYcyDH8c,https://p.scdn.co/mp3-preview/6d5c179cc826ca3240edc7fda990f83a117c09f0?cid=b8d3901151d34489a160e3cf0ab1fa94,Tim,FALSE,273306,51,0.62,0.508,7,-11.621,1,0.0272,0.118,0,0.187,0.289,95.01,4,http://www.billboard.com/charts/hot-100/1992-06-06,6/6/1992,87,Missing You Now,Michael Bolton,1,88,12,20,rock,1992-06-06,1992,6,soft rock,20,12,1992,20,12,Michael Bolton,Missing You Now
The Best Of TimesStyx,Styx,The Best Of Times,"['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",7GRUpcvSQM9HrnC2CjYPG4,NA,Paradise Theatre,FALSE,257866,52,0.352,0.327,0,-11.853,1,0.0251,0.185,2.65e-6,0.134,0.354,80.027,4,http://www.billboard.com/charts/hot-100/1981-03-28,3/28/1981,3,The Best Of Times,Styx,1,3,3,10,rock,1981-03-28,1981,3,hard,10,3,1981,10,3,Styx,The Best Of Times
"I Finally Found Someone (From ""The Mirror Has Two Faces"")Barbra Streisand & Bryan Adams",Barbra Streisand & Bryan Adams,"I Finally Found Someone (From ""The Mirror Has Two Faces"")","['adult standards', 'hollywood', 'mellow gold', 'soft rock']",2WthqeuPLwn0CHwCMrlt6L,https://p.scdn.co/mp3-preview/447ef8f544b12aa144a069932df316554cd735ee?cid=b8d3901151d34489a160e3cf0ab1fa94,THE MIRROR HAS TWO FACES - Music From The Motion Picture,FALSE,221973,51,0.562,0.224,6,-15.069,1,0.0289,0.674,0,0.127,0.0707,139.009,4,http://www.billboard.com/charts/hot-100/1997-03-15,3/15/1997,58,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",Barbra Streisand & Bryan Adams,1,52,8,17,rock,1997-03-15,1997,3,soft rock,17,8,1997,17,8,Barbra Streisand & Bryan Adams,"I Finally Found Someone (From ""The Mirror Has Two Faces"")"
Need A Little Taste Of LoveThe Doobie Brothers,The Doobie Brothers,Need A Little Taste Of Love,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']",7785ghT4ZHFYUyniLySfRl,NA,Cycles,FALSE,245413,19,0.605,0.919,9,-8.372,1,0.0503,3.82e-4,0.00139,0.057,0.84,115.006,4,http://www.billboard.com/charts/hot-100/1989-09-09,9/9/1989,48,Need A Little Taste Of Love,The Doobie Brothers,1,50,48,5,rock,1989-09-09,1989,9,blues,5,48,1989,5,48,The Doobie Brothers,Need A Little Taste Of Love
I DisappearMetallica,Metallica,I Disappear,"['hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",51Vic2Yi71YKNtLbyJKgQt,https://p.scdn.co/mp3-preview/3aa362c05347e4e813125995f20e43afdc7e9d9a?cid=b8d3901151d34489a160e3cf0ab1fa94,I Disappear,FALSE,266240,51,0.534,0.929,1,-3.609,1,0.047,2.06e-4,5.58e-5,0.036,0.447,122.733,4,http://www.billboard.com/charts/hot-100/2000-07-15,7/15/2000,84,I Disappear,Metallica,1,78,76,10,rock,2000-07-15,2000,7,metal,10,76,2000,10,76,Metallica,I Disappear
Alone With YouJake Owen,Jake Owen,Alone With You,"['contemporary country', 'country', 'country road', 'modern country rock']",2Xdatbm43IXEVi0wmKeJve,https://p.scdn.co/mp3-preview/869fb7ca79ac67df0f8c6119923df9304d53e981?cid=b8d3901151d34489a160e3cf0ab1fa94,Barefoot Blue Jean Night,FALSE,210973,53,0.646,0.761,7,-3.991,1,0.0267,0.221,0,0.109,0.336,108.999,4,http://www.billboard.com/charts/hot-100/2011-12-24,12/24/2011,90,Alone With You,Jake Owen,1,NA,90,1,rock,2011-12-24,2011,12,country rock,1,90,2011,1,90,Jake Owen,Alone With You
Mental PictureJon Secada,Jon Secada,Mental Picture,['soft rock'],0hEkipXZzPEgGSABUcM8hI,NA,30 Exitos Insuperables,FALSE,261600,28,0.576,0.713,7,-7.808,1,0.0273,0.125,0,0.0687,0.498,86.999,4,http://www.billboard.com/charts/hot-100/1995-04-01,4/1/1995,63,Mental Picture,Jon Secada,1,55,29,19,rock,1995-04-01,1995,4,soft rock,19,29,1995,19,29,Jon Secada,Mental Picture
PegSteely Dan,Steely Dan,Peg,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']",5DQAHkO9U4IZIombHefcqK,NA,Aja,FALSE,240293,59,0.806,0.573,0,-11.017,1,0.0317,0.066,2.21e-4,0.152,0.951,116.965,4,http://www.billboard.com/charts/hot-100/1978-03-25,3/25/1978,59,Peg,Steely Dan,1,32,11,19,rock,1978-03-25,1978,3,blues,19,11,1978,19,11,Steely Dan,Peg
You've Never Been This Far BeforeConway Twitty,Conway Twitty,You've Never Been This Far Before,"['arkansas country', 'country', 'country rock']",2aqHQzbPcrMl6m37ndVHOQ,https://p.scdn.co/mp3-preview/eed49f39c86ffa1174b8710f975484b37f6ff7a7?cid=b8d3901151d34489a160e3cf0ab1fa94,The Final Recording Of Hi Greatet Hit,FALSE,190000,41,0.705,0.397,10,-11.775,1,0.0343,0.679,0,0.106,0.684,133.355,4,http://www.billboard.com/charts/hot-100/1973-10-13,10/13/1973,27,You've Never Been This Far Before,Conway Twitty,1,22,22,10,rock,1973-10-13,1973,10,country rock,10,22,1973,10,22,Conway Twitty,You've Never Been This Far Before
Rock The NightEurope,Europe,Rock The Night,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock']",3J9NEWkd9Cx1MwSSvDySkL,https://p.scdn.co/mp3-preview/01a8abba619f621894657fb7f594194626da2969?cid=b8d3901151d34489a160e3cf0ab1fa94,The Final Countdown (Expanded Edition),FALSE,247306,62,0.57,0.931,4,-5.78,0,0.0503,0.0425,0,0.375,0.401,105.37,4,http://www.billboard.com/charts/hot-100/1987-06-13,6/13/1987,37,Rock The Night,Europe,1,38,37,7,rock,1987-06-13,1987,6,metal,7,37,1987,7,37,Europe,Rock The Night
Day DrinkingLittle Big Town,Little Big Town,Day Drinking,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",1pxXqJZBrCREdC0s4Xs6Xz,NA,Pain Killer,FALSE,178840,57,0.591,0.959,9,-2.515,1,0.057,0.103,0,0.779,0.86,163.883,4,http://www.billboard.com/charts/hot-100/2014-10-18,10/18/2014,73,Day Drinking,Little Big Town,2,73,73,11,rock,2014-10-18,2014,10,country rock,11,73,2014,11,73,Little Big Town,Day Drinking
Sister ChristianNight Ranger,Night Ranger,Sister Christian,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock']",57trQKFZdJxHia4sMJioWk,NA,Midnight Madness,FALSE,302933,61,0.447,0.348,5,-16.199,1,0.039,0.159,1.98e-6,0.0835,0.227,177.356,4,http://www.billboard.com/charts/hot-100/1984-07-28,7/28/1984,61,Sister Christian,Night Ranger,1,57,5,21,rock,1984-07-28,1984,7,metal,21,5,1984,21,5,Night Ranger,Sister Christian
I Don't Know WhyThe Rolling Stones,The Rolling Stones,I Don't Know Why,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",4Fo647WpC9gj1BadFxCgKI,NA,Metamorphosis,FALSE,180600,25,0.447,0.539,1,-9.94,1,0.0352,0.357,9.67e-4,0.324,0.156,92.72,4,http://www.billboard.com/charts/hot-100/1975-07-05,7/5/1975,52,I Don't Know Why,The Rolling Stones,1,62,52,4,rock,1975-07-05,1975,7,british,4,52,1975,4,52,The Rolling Stones,I Don't Know Why
