SongID,Performer.x,Song.x,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,url,WeekID,Week.Position,Song.y,Performer.y,Instance,Previous.Week.Position,Peak.Position,Weeks.on.Chart,genrez,date2,year,month,rock_genrez,weeks_chart,position_peak,year2,weeks_chart2,position_peak2,performer,song
Your Mama Don't DancePoison,Poison,Your Mama Don't Dance,"['album rock', 'glam metal', 'hard rock', 'rock']",0FO5CkdIFiKOJNETXTyCMS,NA,Open Up And Say...Ahh! (20th Anniversary Edition),FALSE,180493,50,0.534,0.931,1,-3.606,1,0.0613,0.0185,0,0.193,0.832,150.359,4,http://www.billboard.com/charts/hot-100/1989-03-04,3/4/1989,37,Your Mama Don't Dance,Poison,1,46,37,3,rock,1989-03-04,1989,3,metal,3,37,1989,3,37,Poison,Your Mama Don't Dance
Best Of YouFoo Fighters,Foo Fighters,Best Of You,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",5FZxsHWIvUsmSK1IAvm2pp,https://p.scdn.co/mp3-preview/720ad0b60a24b6be93a8c6b42723b1e503affdb2?cid=b8d3901151d34489a160e3cf0ab1fa94,In Your Honor,FALSE,255626,76,0.366,0.94,1,-5.119,0,0.0696,7.69e-4,9.42e-5,0.188,0.369,130.198,4,http://www.billboard.com/charts/hot-100/2005-07-09,7/9/2005,18,Best Of You,Foo Fighters,1,18,18,9,rock,2005-07-09,2005,7,metal,9,18,2005,9,18,Foo Fighters,Best Of You
All Summer LongKid Rock,Kid Rock,All Summer Long,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",5rX6C5QVvvZB7XckETNych,https://p.scdn.co/mp3-preview/7e95d66128d1e1b1b26bf6b97192b59edfa88a08?cid=b8d3901151d34489a160e3cf0ab1fa94,Rock N Roll Jesus,FALSE,297586,73,0.7,0.864,7,-3.629,1,0.0283,0.0212,0,0.0956,0.887,102.997,4,http://www.billboard.com/charts/hot-100/2008-08-30,8/30/2008,25,All Summer Long,Kid Rock,1,28,25,7,rock,2008-08-30,2008,8,metal,7,25,2008,7,25,Kid Rock,All Summer Long
Stuck Like GlueSugarland,Sugarland,Stuck Like Glue,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0JcKdUGNR7zI4jJDLyYXbi,NA,The Incredible Machine,FALSE,247586,64,0.702,0.795,1,-4.764,1,0.0568,0.329,0,0.0505,0.836,83.961,4,http://www.billboard.com/charts/hot-100/2010-12-11,12/11/2010,30,Stuck Like Glue,Sugarland,1,26,17,18,rock,2010-12-11,2010,12,country rock,18,17,2010,18,17,Sugarland,Stuck Like Glue
PhotographNickelback,Nickelback,Photograph,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",3hb2ScEVkGchcAQqrPLP0R,https://p.scdn.co/mp3-preview/2926d141d7e00df9268b08e33400dc9a509bdfbf?cid=b8d3901151d34489a160e3cf0ab1fa94,All the Right Reasons,FALSE,258920,68,0.513,0.877,8,-3.756,1,0.0292,9.32e-4,1.63e-4,0.136,0.389,145.919,4,http://www.billboard.com/charts/hot-100/2006-04-01,4/1/2006,40,Photograph,Nickelback,1,35,2,30,rock,2006-04-01,2006,4,metal,30,2,2006,30,2,Nickelback,Photograph
That's How Country Boys RollBilly Currington,Billy Currington,That's How Country Boys Roll,"['contemporary country', 'country', 'country road', 'modern country rock']",7KnMHRj5xqsOGLv8lGCPa6,NA,Little Bit Of Everything,FALSE,224266,47,0.674,0.916,2,-2.945,1,0.0332,0.0735,0,0.108,0.916,120.974,4,http://www.billboard.com/charts/hot-100/2010-03-27,3/27/2010,61,That's How Country Boys Roll,Billy Currington,2,57,57,15,rock,2010-03-27,2010,3,country rock,15,57,2010,15,57,Billy Currington,That's How Country Boys Roll
Send The Pain BelowChevelle,Chevelle,Send The Pain Below,"['alternative metal', 'christian rock', 'industrial metal', 'nu metal', 'post-grunge', 'rap rock', 'rock']",6dRAAG4sB71NAtVCHJep7s,https://p.scdn.co/mp3-preview/821280dfe249ac354552dc1491eac380c2c11369?cid=b8d3901151d34489a160e3cf0ab1fa94,Wonder What's Next (Expanded Edition),FALSE,252360,65,0.468,0.851,11,-3.617,1,0.0398,2.81e-4,0.00483,0.0644,0.293,92.079,4,http://www.billboard.com/charts/hot-100/2003-05-24,5/24/2003,72,Send The Pain Below,Chevelle,1,76,72,3,rock,2003-05-24,2003,5,metal,3,72,2003,3,72,Chevelle,Send The Pain Below
DoravilleAtlanta Rhythm Section,Atlanta Rhythm Section,Doraville,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock', 'yacht rock']",7bzo4nqa4nDzwpnkDcigbt,https://p.scdn.co/mp3-preview/07c88e9ed1c7e512af4f1f40e6e7a394f5e0fb66?cid=b8d3901151d34489a160e3cf0ab1fa94,The Very Best of Atlanta Rhythm Section,FALSE,217129,19,0.438,0.803,2,-6.024,1,0.0363,0.00173,6.34e-5,0.141,0.5,155.008,4,http://www.billboard.com/charts/hot-100/1974-11-16,11/16/1974,35,Doraville,Atlanta Rhythm Section,1,35,35,7,rock,1974-11-16,1974,11,blues,7,35,1974,7,35,Atlanta Rhythm Section,Doraville
Ya YaLee Dorsey,Lee Dorsey,Ya Ya,"['classic soul', 'funk', 'motown', 'new orleans funk', 'rhythm and blues', 'rock-and-roll', 'soul']",2pMwweGkjNLXZkSDZ63LYf,https://p.scdn.co/mp3-preview/d4de8444eca4790c07b3ca94cac7c7d07bb81b72?cid=b8d3901151d34489a160e3cf0ab1fa94,The Essential Lee Dorsey,FALSE,146053,43,0.758,0.557,5,-10.106,1,0.0453,0.607,2.18e-4,0.193,0.887,140.795,4,http://www.billboard.com/charts/hot-100/1961-11-18,11/18/1961,25,Ya Ya,Lee Dorsey,1,18,7,11,rock,1961-11-18,1961,11,blues,11,7,1961,11,7,Lee Dorsey,Ya Ya
Is This LoveWhitesnake,Whitesnake,Is This Love,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",0IhUdJRoolbYeEMPL59XPm,https://p.scdn.co/mp3-preview/6cb4b42a5f148a534e863c9ca738c7bb0b6db617?cid=b8d3901151d34489a160e3cf0ab1fa94,Whitesnake (2018 Remaster),FALSE,284496,59,0.263,0.759,0,-7.288,1,0.0431,0.0555,0,0.231,0.429,179.904,4,http://www.billboard.com/charts/hot-100/1988-02-06,2/6/1988,42,Is This Love,Whitesnake,1,31,2,16,rock,1988-02-06,1988,2,blues,16,2,1988,16,2,Whitesnake,Is This Love
Slow Dancin'Peabo Bryson,Peabo Bryson,Slow Dancin',"['adult standards', 'new jack swing', 'quiet storm', 'soft rock', 'urban contemporary']",2H9TfClxyfLErQRrQ1OUm8,https://p.scdn.co/mp3-preview/31226d1e222b2a9f47b7e3e10ae3514d6f5addbe?cid=b8d3901151d34489a160e3cf0ab1fa94,Straight From The Heart,FALSE,234693,11,0.606,0.645,1,-11.953,0,0.0711,0.517,2.84e-6,0.0669,0.814,157.928,4,http://www.billboard.com/charts/hot-100/1984-10-13,10/13/1984,82,Slow Dancin',Peabo Bryson,1,82,82,3,rock,1984-10-13,1984,10,soft rock,3,82,1984,3,82,Peabo Bryson,Slow Dancin'
Say You DoDierks Bentley,Dierks Bentley,Say You Do,"['contemporary country', 'country', 'country road', 'modern country rock']",2sE61ZmvYH8wiOx5jygkHH,NA,RISER,FALSE,219360,55,0.477,0.737,3,-8.166,1,0.0345,0.122,0.00167,0.105,0.468,147.959,4,http://www.billboard.com/charts/hot-100/2015-01-31,1/31/2015,96,Say You Do,Dierks Bentley,1,NA,96,1,rock,2015-01-31,2015,1,country rock,1,96,2015,1,96,Dierks Bentley,Say You Do
Guerrilla RadioRage Against The Machine,Rage Against The Machine,Guerrilla Radio,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",1wsRitfRRtWyEapl0q22o8,https://p.scdn.co/mp3-preview/47af10b767feae2666501d56ea4dcce187f9aa7b?cid=b8d3901151d34489a160e3cf0ab1fa94,The Battle Of Los Angeles,TRUE,206200,71,0.599,0.957,11,-5.764,1,0.188,0.0129,7.06e-5,0.155,0.489,103.68,4,http://www.billboard.com/charts/hot-100/1999-11-20,11/20/1999,84,Guerrilla Radio,Rage Against The Machine,1,78,69,4,rock,1999-11-20,1999,11,metal,4,69,1999,4,69,Rage Against The Machine,Guerrilla Radio
Iron ManBlack Sabbath,Black Sabbath,Iron Man,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",3IOQZRcEkplCXg6LofKqE9,https://p.scdn.co/mp3-preview/83facf894aaa71be09e596b7e727609fc9bd4eb7?cid=b8d3901151d34489a160e3cf0ab1fa94,Paranoid (2014 Remaster),FALSE,355303,67,0.336,0.792,9,-10.875,1,0.0848,0.00349,0.00178,0.0437,0.425,155.588,4,http://www.billboard.com/charts/hot-100/1972-03-11,3/11/1972,52,Iron Man,Black Sabbath,1,57,52,7,rock,1972-03-11,1972,3,metal,7,52,1972,7,52,Black Sabbath,Iron Man
Eminence FrontThe Who,The Who,Eminence Front,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",0LN5gIsS5tQSmRzQrHSaTR,NA,It's Hard,FALSE,339106,58,0.705,0.774,5,-9.659,0,0.0298,0.236,0.513,0.0375,0.564,98.141,4,http://www.billboard.com/charts/hot-100/1983-01-01,1/1/1983,80,Eminence Front,The Who,1,80,80,2,rock,1983-01-01,1983,1,british,2,80,1983,2,80,The Who,Eminence Front
Modern LoveDavid Bowie,David Bowie,Modern Love,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",3gxEZXUjrNbl3TlSrTGbR5,https://p.scdn.co/mp3-preview/4ed645d4c2a804d8c43e811a0bace45e14baf8df?cid=b8d3901151d34489a160e3cf0ab1fa94,Let's Dance (2018 Remaster),FALSE,288339,69,0.358,0.938,0,-5.577,1,0.0483,0.00375,9.2e-6,0.117,0.944,182.836,4,http://www.billboard.com/charts/hot-100/1983-11-12,11/12/1983,14,Modern Love,David Bowie,1,15,14,9,rock,1983-11-12,1983,11,classic,9,14,1983,9,14,David Bowie,Modern Love
I Can't Make You Love MeBonnie Raitt,Bonnie Raitt,I Can't Make You Love Me,"['country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",69uJi5QsBtqlYkGURTBli8,NA,Luck Of The Draw,FALSE,332960,67,0.588,0.149,7,-16.728,0,0.0319,0.846,9.65e-5,0.236,0.113,124.689,4,http://www.billboard.com/charts/hot-100/1991-12-07,12/7/1991,68,I Can't Make You Love Me,Bonnie Raitt,1,79,68,3,rock,1991-12-07,1991,12,blues,3,68,1991,3,68,Bonnie Raitt,I Can't Make You Love Me
An Innocent ManBilly Joel,Billy Joel,An Innocent Man,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",1Gg14U26oq94uWcG7khccX,https://p.scdn.co/mp3-preview/8a0ce4f8d920185c6a3a3f38a5eb0a1db77c2433?cid=b8d3901151d34489a160e3cf0ab1fa94,An Innocent Man,FALSE,318000,53,0.509,0.382,0,-9.441,1,0.0351,0.0466,0,0.112,0.427,105.764,4,http://www.billboard.com/charts/hot-100/1984-03-17,3/17/1984,33,An Innocent Man,Billy Joel,1,18,10,14,rock,1984-03-17,1984,3,classic,14,10,1984,14,10,Billy Joel,An Innocent Man
ParalyzerFinger Eleven,Finger Eleven,Paralyzer,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge', 'rap rock', 'wrestling']",28IEbk5a7twNTbUEvWslUb,NA,Them Vs. You Vs. Me (Deluxe Edition),FALSE,208106,70,0.645,0.941,4,-3.425,0,0.0448,0.169,0,0.251,0.881,106.015,4,http://www.billboard.com/charts/hot-100/2008-01-26,1/26/2008,7,Paralyzer,Finger Eleven,1,7,6,32,rock,2008-01-26,2008,1,metal,32,6,2008,32,6,Finger Eleven,Paralyzer
Wild Wild LifeTalking Heads,Talking Heads,Wild Wild Life,"['art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",7rFeZg0gEp7qtyuLnjIYQU,https://p.scdn.co/mp3-preview/9e7fc2d5038a1a8c41d66d3099b2d0c8b1d09dcf?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best of Talking Heads,FALSE,219773,49,0.647,0.889,9,-4.869,1,0.0302,0.0186,0,0.375,0.952,137.41,4,http://www.billboard.com/charts/hot-100/1986-11-29,11/29/1986,26,Wild Wild Life,Talking Heads,1,28,26,13,rock,1986-11-29,1986,11,permanent wave,13,26,1986,13,26,Talking Heads,Wild Wild Life
"More Than This10,000 Maniacs","10,000 Maniacs",More Than This,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.billboard.com/charts/hot-100/1997-09-06,9/6/1997,30,More Than This,"10,000 Maniacs",1,25,25,9,rock,1997-09-06,1997,9,metal,9,25,1997,9,25,"10,000 Maniacs",More Than This
Strung OutSteve Perry,Steve Perry,Strung Out,"['album rock', 'mellow gold', 'soft rock', 'yacht rock']",1bRaNLthp6QGqhErqzXBWf,https://p.scdn.co/mp3-preview/066de512fc1415d5a5e8bf2d960944bd901f44c6?cid=b8d3901151d34489a160e3cf0ab1fa94,Street Talk (Expanded Edition),FALSE,225226,39,0.492,0.886,4,-3.189,1,0.0652,0.0384,1.85e-5,0.177,0.623,135.777,4,http://www.billboard.com/charts/hot-100/1984-09-29,9/29/1984,50,Strung Out,Steve Perry,1,57,50,4,rock,1984-09-29,1984,9,soft rock,4,50,1984,4,50,Steve Perry,Strung Out
With or Without YouU2,U2,With or Without You,"['irish rock', 'permanent wave', 'rock']",6ADSaE87h8Y3lccZlBJdXH,NA,The Joshua Tree (Super Deluxe),FALSE,295515,81,0.543,0.432,2,-11.832,1,0.0288,2.07e-4,0.369,0.146,0.107,110.196,4,http://www.billboard.com/charts/hot-100/1987-05-23,5/23/1987,1,With or Without You,U2,1,1,1,10,rock,1987-05-23,1987,5,permanent wave,10,1,1987,10,1,U2,With or Without You
The Very Thought Of YouLittle Willie John,Little Willie John,The Very Thought Of You,"['rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",0qBFeHjlC4yBTQVPCI2gg3,https://p.scdn.co/mp3-preview/8898fc6fd8156f159c02efa25ab3e5312500e63e?cid=b8d3901151d34489a160e3cf0ab1fa94,Sure Things,FALSE,139866,8,0.385,0.399,3,-9.812,1,0.0279,0.0871,6.89e-4,0.0827,0.346,87.819,4,http://www.billboard.com/charts/hot-100/1961-03-18,3/18/1961,83,The Very Thought Of You,Little Willie John,1,93,83,2,rock,1961-03-18,1961,3,blues,2,83,1961,2,83,Little Willie John,The Very Thought Of You
Drinkin' BoneTracy Byrd,Tracy Byrd,Drinkin' Bone,"['contemporary country', 'country', 'country road', 'country rock', 'redneck']",7BB3emVX0QaFVddCHiO9wt,https://p.scdn.co/mp3-preview/527dad0441d65aa975ed390fa0632c976649828f?cid=b8d3901151d34489a160e3cf0ab1fa94,The Truth About Men,FALSE,131866,61,0.77,0.833,5,-4.536,1,0.028,0.0793,0,0.0819,0.964,109.928,4,http://www.billboard.com/charts/hot-100/2004-03-06,3/6/2004,98,Drinkin' Bone,Tracy Byrd,1,95,60,15,rock,2004-03-06,2004,3,country rock,15,60,2004,15,60,Tracy Byrd,Drinkin' Bone
Mind ReaderDustin Lynch,Dustin Lynch,Mind Reader,"['contemporary country', 'country', 'country road', 'modern country rock']",2MNapHbu7QASoukvVVIxyr,https://p.scdn.co/mp3-preview/88733941872e6eeaeee8e054d34f0431154f4302?cid=b8d3901151d34489a160e3cf0ab1fa94,Where It's At,FALSE,185413,60,0.394,0.8,4,-4.17,0,0.0413,0.0266,0,0.184,0.525,162.053,4,http://www.billboard.com/charts/hot-100/2016-05-28,5/28/2016,58,Mind Reader,Dustin Lynch,1,78,58,12,rock,2016-05-28,2016,5,country rock,12,58,2016,12,58,Dustin Lynch,Mind Reader
Did It In A MinuteDaryl Hall John Oates,Daryl Hall John Oates,Did It In A Minute,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",6hHf43J8jIXM0q9DOZCYmp,https://p.scdn.co/mp3-preview/7a3c059a105f762d8d99f7b0cf1c71fe53be1c6c?cid=b8d3901151d34489a160e3cf0ab1fa94,The Very Best of Daryl Hall / John Oates,FALSE,218093,37,0.767,0.633,7,-10.06,1,0.0314,0.204,2.66e-6,0.198,0.921,132.253,4,http://www.billboard.com/charts/hot-100/1982-05-22,5/22/1982,9,Did It In A Minute,Daryl Hall John Oates,1,10,9,10,rock,1982-05-22,1982,5,classic,10,9,1982,10,9,Daryl Hall John Oates,Did It In A Minute
ParalyzerFinger Eleven,Finger Eleven,Paralyzer,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge', 'rap rock', 'wrestling']",28IEbk5a7twNTbUEvWslUb,NA,Them Vs. You Vs. Me (Deluxe Edition),FALSE,208106,70,0.645,0.941,4,-3.425,0,0.0448,0.169,0,0.251,0.881,106.015,4,http://www.billboard.com/charts/hot-100/2008-02-16,2/16/2008,19,Paralyzer,Finger Eleven,1,12,6,35,rock,2008-02-16,2008,2,metal,35,6,2008,35,6,Finger Eleven,Paralyzer
Something To Be Proud OfMontgomery Gentry,Montgomery Gentry,Something To Be Proud Of,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'redneck']",4D8uIY6Wzj7dJDaw0dW0UF,https://p.scdn.co/mp3-preview/5fb34fb2a56aa3e0d241b2d101f60f50c9fa8ab8?cid=b8d3901151d34489a160e3cf0ab1fa94,You Do Your Thing,FALSE,256600,63,0.645,0.693,0,-6.481,1,0.0344,0.0811,1.22e-5,0.175,0.553,97.555,4,http://www.billboard.com/charts/hot-100/2005-10-29,10/29/2005,58,Something To Be Proud Of,Montgomery Gentry,1,52,41,13,rock,2005-10-29,2005,10,country rock,13,41,2005,13,41,Montgomery Gentry,Something To Be Proud Of
FriendsJohn Michael Montgomery,John Michael Montgomery,Friends,"['contemporary country', 'country', 'country road', 'country rock']",3cllg2r81NdWYVTNWbQKqQ,https://p.scdn.co/mp3-preview/88d1c059652d472dff362ca62d4fa5fa5f2aad61?cid=b8d3901151d34489a160e3cf0ab1fa94,90s Country Hits,FALSE,234000,27,0.62,0.401,9,-10.279,1,0.0288,0.23,0,0.0745,0.238,143.961,4,http://www.billboard.com/charts/hot-100/1997-01-04,1/4/1997,79,Friends,John Michael Montgomery,1,89,79,2,rock,1997-01-04,1997,1,country rock,2,79,1997,2,79,John Michael Montgomery,Friends
Your Smiling FaceJames Taylor,James Taylor,Your Smiling Face,"['adult standards', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",1Q34tAtTWI6RdW1qzFQiPb,https://p.scdn.co/mp3-preview/73345f373382a094c02c242301e985e2600503bb?cid=b8d3901151d34489a160e3cf0ab1fa94,JT,FALSE,165400,61,0.683,0.515,1,-10.932,1,0.0592,0.137,6.66e-6,0.0816,0.767,88.827,4,http://www.billboard.com/charts/hot-100/1977-12-03,12/3/1977,23,Your Smiling Face,James Taylor,1,25,23,10,rock,1977-12-03,1977,12,soft rock,10,23,1977,10,23,James Taylor,Your Smiling Face
Every Time I Think Of YouThe Babys,The Babys,Every Time I Think Of You,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",76fFzThA0KjAea2BdVlHnD,https://p.scdn.co/mp3-preview/22bf597dbf18c3ecd0eb73da15989d0af4775ad9?cid=b8d3901151d34489a160e3cf0ab1fa94,Head First,FALSE,239160,48,0.395,0.641,7,-5.96,1,0.0353,0.188,7.1e-5,0.145,0.421,121.451,4,http://www.billboard.com/charts/hot-100/1979-01-06,1/6/1979,80,Every Time I Think Of You,The Babys,1,NA,80,1,rock,1979-01-06,1979,1,hard,1,80,1979,1,80,The Babys,Every Time I Think Of You
"When You're Hot, You're HotJerry Reed",Jerry Reed,"When You're Hot, You're Hot","['comic', 'country', 'country rock']",6sykijVtS1m8vxLnkKXrJ5,https://p.scdn.co/mp3-preview/681c7c16a905a20f375d9e95ebbd763aa68fb011?cid=b8d3901151d34489a160e3cf0ab1fa94,The Essential Jerry Reed,FALSE,139560,47,0.788,0.832,4,-10.783,1,0.0981,0.354,0,0.1,0.91,101.045,4,http://www.billboard.com/charts/hot-100/1971-05-29,5/29/1971,32,"When You're Hot, You're Hot",Jerry Reed,1,42,32,4,rock,1971-05-29,1971,5,country rock,4,32,1971,4,32,Jerry Reed,"When You're Hot, You're Hot"
Must Have Been CrazyChicago,Chicago,Must Have Been Crazy,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2sVoh3FipbOHLRoikvBSdh,https://p.scdn.co/mp3-preview/0bac95ef3b109d0616c278e373d33e0aadfc083c?cid=b8d3901151d34489a160e3cf0ab1fa94,Chicago 13 (Expanded & Remastered),FALSE,205600,12,0.592,0.872,5,-4.717,1,0.0324,0.153,0.0438,0.403,0.883,106.038,4,http://www.billboard.com/charts/hot-100/1979-09-29,9/29/1979,91,Must Have Been Crazy,Chicago,1,91,83,5,rock,1979-09-29,1979,9,classic,5,83,1979,5,83,Chicago,Must Have Been Crazy
Slippery When WetCommodores,Commodores,Slippery When Wet,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",6Pb0WHqmmTL308Z2uQrNP1,NA,The Commodores: The Definitive Collection,FALSE,197093,42,0.732,0.877,2,-7.002,1,0.107,0.0448,1.7e-5,0.0994,0.931,102.223,4,http://www.billboard.com/charts/hot-100/1975-08-16,8/16/1975,56,Slippery When Wet,Commodores,1,19,19,15,rock,1975-08-16,1975,8,classic,15,19,1975,15,19,Commodores,Slippery When Wet
My HometownBruce Springsteen,Bruce Springsteen,My Hometown,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",6dahFmHrgncgVJjsI1ws7e,https://p.scdn.co/mp3-preview/17fa95b1743a32cd50f3ac9760c4329b55861877?cid=b8d3901151d34489a160e3cf0ab1fa94,Born In The U.S.A.,FALSE,279666,59,0.652,0.338,9,-11.58,1,0.0367,0.486,5.9e-5,0.0744,0.392,116.881,4,http://www.billboard.com/charts/hot-100/1986-02-01,2/1/1986,6,My Hometown,Bruce Springsteen,1,6,6,9,rock,1986-02-01,1986,2,permanent wave,9,6,1986,9,6,Bruce Springsteen,My Hometown
Home To YouJohn Michael Montgomery,John Michael Montgomery,Home To You,"['contemporary country', 'country', 'country road', 'country rock']",7qNHVajTi58llklLm4dMeA,https://p.scdn.co/mp3-preview/cf510060e71fc56f3f4ed3260d0db8c13b7cb42d?cid=b8d3901151d34489a160e3cf0ab1fa94,Love Songs,FALSE,209066,30,0.646,0.366,5,-11.183,1,0.0233,0.582,2.28e-4,0.128,0.272,90.338,4,http://www.billboard.com/charts/hot-100/1999-10-30,10/30/1999,53,Home To You,John Michael Montgomery,1,57,53,5,rock,1999-10-30,1999,10,country rock,5,53,1999,5,53,John Michael Montgomery,Home To You
I Don't Want A LoverTexas,Texas,I Don't Want A Lover,"['country', 'country road', 'country rock']",000u1dTg7y1XCDXi80hbBX,NA,Southside,FALSE,300600,58,0.763,0.44,7,-13.11,1,0.0388,0.181,4.57e-4,0.114,0.421,120.492,4,http://www.billboard.com/charts/hot-100/1989-10-14,10/14/1989,100,I Don't Want A Lover,Texas,1,88,77,6,rock,1989-10-14,1989,10,country rock,6,77,1989,6,77,Texas,I Don't Want A Lover
Love At First SightStyx,Styx,Love At First Sight,"['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1kwvV2LoPN0S7d66WeyTdY,NA,Edge Of The Century,FALSE,276440,22,0.624,0.6,10,-8.646,1,0.0307,0.314,0,0.089,0.576,115.849,4,http://www.billboard.com/charts/hot-100/1991-07-20,7/20/1991,97,Love At First Sight,Styx,1,78,25,16,rock,1991-07-20,1991,7,hard,16,25,1991,16,25,Styx,Love At First Sight
King Of PainThe Police,The Police,King Of Pain,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",1V15l05snHYHYVxerjMFGo,NA,Synchronicity (Remastered 2003),FALSE,299040,59,0.518,0.725,2,-8.854,1,0.0338,0.389,1.92e-4,0.0671,0.646,124.151,4,http://www.billboard.com/charts/hot-100/1983-12-10,12/10/1983,99,King Of Pain,The Police,1,74,3,16,rock,1983-12-10,1983,12,classic,16,3,1983,16,3,The Police,King Of Pain
RosannaToto,Toto,Rosanna,"['album rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",37BTh5g05cxBIRYMbw8g2T,https://p.scdn.co/mp3-preview/3403638ffd1eb774d3e65483d88eab699c97c5e2?cid=b8d3901151d34489a160e3cf0ab1fa94,Toto IV,FALSE,331200,71,0.384,0.512,7,-13.035,0,0.0358,0.0213,1.39e-4,0.205,0.739,78.442,4,http://www.billboard.com/charts/hot-100/1982-07-17,7/17/1982,2,Rosanna,Toto,1,2,2,14,rock,1982-07-17,1982,7,soft rock,14,2,1982,14,2,Toto,Rosanna
Pickin' WildflowersKeith Anderson,Keith Anderson,Pickin' Wildflowers,"['contemporary country', 'country', 'country road', 'modern country rock', 'oklahoma country', 'redneck']",2GgIDaPLsowybB3WgxLWUj,https://p.scdn.co/mp3-preview/469f1a970a907ab6a1269016941446ee9e1f4e29?cid=b8d3901151d34489a160e3cf0ab1fa94,Three Chord Country and American Rock & Roll,FALSE,185920,63,0.561,0.716,8,-3.341,1,0.0291,0.0353,0,0.122,0.667,152.089,4,http://www.billboard.com/charts/hot-100/2005-07-23,7/23/2005,65,Pickin' Wildflowers,Keith Anderson,1,64,64,8,rock,2005-07-23,2005,7,country rock,8,64,2005,8,64,Keith Anderson,Pickin' Wildflowers
Shut Up And Kiss MeMary Chapin Carpenter,Mary Chapin Carpenter,Shut Up And Kiss Me,"['country', 'country rock', 'folk', 'folk rock', 'lilith', 'mellow gold']",5eBbZPQgmEOrw8auY112lV,https://p.scdn.co/mp3-preview/ff8a9230c2547707ff5d0bf349fed832f11dc189?cid=b8d3901151d34489a160e3cf0ab1fa94,Playlist: The Very Best Of Mary Chapin Carpenter,FALSE,220573,41,0.778,0.75,9,-5.052,1,0.0417,0.571,1.01e-4,0.121,0.961,119.932,4,http://www.billboard.com/charts/hot-100/1994-11-05,11/5/1994,90,Shut Up And Kiss Me,Mary Chapin Carpenter,1,93,90,2,rock,1994-11-05,1994,11,country rock,2,90,1994,2,90,Mary Chapin Carpenter,Shut Up And Kiss Me
